d_model,seq_len,dtype,torch_fwd,torch_bwd,torch_full,fa2_fwd,fa2_bwd,fa2_full
128,128,torch.float32,0.1441799690585959,0.5082029432169124,0.8336506215008822,0.03510407025422656,0.5777735534836265,0.7195818652709325
128,256,torch.float32,0.14880503535147285,0.5602573059043106,0.657361958524306,0.035079346043784494,0.617445846589712,0.6390501532061347
128,512,torch.float32,0.15061395011903825,0.518800446940534,1.2991503231175296,0.050931869701713116,0.5755277905775154,0.7827068094078821
128,1024,torch.float32,0.1648570250594214,0.6445716321468353,0.9120165857401761,0.07954173357759688,0.6211044077689831,1.0029368930392795
128,2048,torch.float32,0.19260986876961228,0.6155739196642177,1.1834096439621027,0.12731394576965957,0.5927577607631683,0.7905864015221595
128,4096,torch.float32,0.50131891917538,1.0820994263603574,1.6253420620253591,0.2925354599751331,1.4412869525992351,1.7090629511985227
128,8192,torch.float32,1.7191842924464833,3.242733852068583,5.10123839378357,0.8788764438143483,3.1854410097002983,3.8588898548713098
128,16384,torch.float32,6.277732308705648,12.069772005081177,18.337376022338866,3.100290060043335,10.58776887257894,13.555049078805107
128,32768,torch.float32,24.412895679473877,47.7692813873291,71.30950164794922,11.541507959365845,40.92888069152832,52.37315368652344
128,65536,torch.float32,95.6256332397461,190.1090545654297,285.5823669433594,45.84273719787598,164.2499542236328,209.7863006591797
